rows=4035
cols=3018
(8, 699, 1906)
(8, 705, -1252)
(8, 715, -1660)
(8, 751, 328)
(8, 753, -1832)
(8, 755, -434)
(8, 781, -1330)
(8, 793, -1618)
(8, 828, -1980)
(8, 831, -1102)
(8, 863, 1264)
(8, 867, -1790)
(8, 878, -1488)
(8, 886, 1528)
(8, 888, -1474)
(8, 892, -1140)
(8, 906, -1894)
(8, 936, -252)
(8, 943, -1092)
(8, 945, -1834)
(8, 947, -118)
(8, 974, -936)
(8, 985, 1840)
(8, 1017, -1252)
(8, 1073, -1638)
(8, 1135, -1148)
(8, 1206, -1860)
(8, 1224, -1728)
(8, 1237, -1694)
(8, 1241, 1650)
(8, 1252, -1284)
(8, 1254, -1086)
(8, 1257, 902)
(8, 1292, -1290)
(8, 1315, -656)
(8, 1343, -2014)
(8, 1355, -200)
(8, 1363, -1222)
(8, 1377, 1298)
(8, 1383, -1030)
(8, 1400, 792)
(8, 1418, -1024)
(8, 1447, -1970)
(8, 1453, 356)
(8, 1454, -1374)
(8, 1459, -744)
(8, 1463, -1160)
(8, 1485, -1460)
(8, 1497, 1058)
(8, 1500, -1016)
(8, 1597, -1150)
(8, 1598, -1044)
(8, 1633, -1374)
(8, 1782, 18)
(8, 1816, -1746)
(8, 1868, -1438)
(8, 1869, -1954)
(8, 1942, -1404)
(8, 2063, -938)
(8, 2101, -1692)
(8, 2217, -1768)
(8, 2271, 1404)
(8, 2317, 368)
(8, 2318, 1228)
(8, 2381, -1036)
(8, 2384, -2004)
(8, 2410, -270)
(8, 2450, 1330)
(8, 2483, -1204)
(8, 2497, 1838)
(8, 2574, 1622)
(8, 2645, -1160)
(8, 2649, -1948)
(8, 2755, 1622)
(8, 2867, 96)
(8, 2893, -652)
(8, 2910, -1888)
(8, 2923, -112)
(8, 2927, 1092)
(8, 2930, 2030)
(8, 2941, 978)
(8, 2988, 722)
(9, 312, -1552)
(9, 674, 82)
(9, 1048, 974)
(9, 1496, -1722)
(9, 2122, 1188)
(9, 2222, -1778)
(10, 13, -1200)
(10, 37, 992)
(10, 46, -1436)
(10, 100, -2042)
(10, 218, -1574)
(10, 225, -78)
(10, 242, 518)
(10, 254, -1968)
(10, 259, -1462)
(10, 384, -1890)
(10, 385, 1712)
(10, 538, -1716)
(10, 641, -1736)
(10, 647, -1056)
(10, 657, -1200)
(10, 695, -1346)
(10, 733, -1580)
(10, 757, -554)
(10, 771, -1784)
(10, 826, -464)
(10, 896, -1544)
(10, 953, -1878)
(10, 993, -1832)
(10, 1037, 20)
(10, 1056, -1324)
(10, 1071, -1204)
(10, 1073, 1022)
(10, 1125, -1530)
(10, 1141, -1398)
(10, 1192, 194)
(10, 1249, -1562)
(10, 1292, 116)
(10, 1434, -1980)
(10, 1438, -452)
(10, 1441, -1172)
(10, 1577, -1690)
(10, 1778, -1424)
(10, 1828, 1668)
(10, 1932, -1730)
(10, 2007, -1662)
(10, 2015, -62)
(10, 2084, -2032)
(10, 2186, -1420)
(10, 2187, -1058)
(10, 2265, 402)
(10, 2855, -1440)
(10, 2984, 382)
(11, 159, -1438)
(11, 396, 552)
(11, 414, 788)
(11, 438, -1160)
(11, 448, -1342)
(11, 487, -1124)
(11, 488, 200)
(11, 506, -1054)
(11, 768, 790)
(11, 780, -824)
(11, 795, -1142)
(11, 805, -1288)
(11, 866, -1308)
(11, 1004, 476)
(11, 1127, -722)
(11, 1156, -4)
(11, 1245, -1044)
(11, 1281, -1586)
(11, 1350, -902)
(11, 1494, -1914)
(11, 1502, -1994)
(11, 1506, -1594)
(11, 1535, -1264)
(11, 1572, -1458)
(11, 1612, 1506)
(11, 1640, -758)
(11, 1873, -2034)
(11, 2229, 1218)
(11, 2468, -1216)
(11, 2529, 1734)
(11, 2649, -2034)
(11, 2776, -1380)
(12, 15, -1252)
(12, 64, -1074)
(12, 115, 546)
(12, 120, -2006)
(12, 241, -1848)
(12, 289, -1498)
(12, 294, 438)
(12, 329, 548)
(12, 334, -1156)
(12, 384, -1492)
(12, 420, 1552)
(12, 447, 1682)
(12, 500, -1012)
(12, 525, -1446)
(12, 570, 1546)
(12, 698, -1772)
(12, 767, -1998)
(12, 854, -1544)
(12, 885, 450)
(12, 965, -1910)
(12, 1007, -1528)
(12, 1012, -1566)
(12, 1187, -1488)
(12, 1201, -1086)
(12, 1343, -448)
(12, 1406, -1700)
(12, 1408, -1514)
(12, 1470, 1826)
(12, 1586, -1644)
(12, 1642, -404)
(12, 1655, 400)
(12, 1882, -1108)
(12, 2025, -1144)
(12, 2286, -56)
(12, 2485, -1338)
(12, 2534, -1632)
(12, 2581, 1308)
(12, 2631, -1668)
(12, 2690, 180)
(12, 2755, -1350)
(12, 2823, -1128)
(12, 2836, -1254)
(12, 2881, -1254)
(12, 2932, -1480)
(12, 2955, -338)
(13, 11, -776)
(13, 363, -1336)
(13, 562, -932)
(13, 606, -1128)
(13, 608, -1378)
(13, 974, -1320)
(13, 1380, 188)
(13, 1424, -1468)
(13, 1819, 1746)
(13, 2121, 442)
(13, 2585, 656)
(13, 2594, -1492)
(14, 49, -1306)
(14, 52, -1092)
(14, 61, -1648)
(14, 117, -1692)
(14, 148, -1364)
(14, 150, -2046)
(14, 167, -1612)
(14, 171, 1482)
(14, 202, 1256)
(14, 206, -524)
(14, 247, -478)
(14, 280, -1338)
(14, 287, 816)
(14, 342, -1430)
(14, 355, -1552)
(14, 356, 302)
(14, 358, -1162)
(14, 374, -1678)
(14, 391, -598)
(14, 398, -1028)
(14, 414, -150)
(14, 415, -520)
(14, 420, -1200)
(14, 426, -630)
(14, 439, -1408)
(14, 463, 1802)
(14, 474, -470)
(14, 493, -1206)
(14, 494, -702)
(14, 504, -1546)
(14, 511, -1322)
(14, 527, 1782)
(14, 552, -1274)
(14, 566, 1022)
(14, 608, -2008)
(14, 617, 1412)
(14, 629, -1132)
(14, 648, -110)
(14, 657, -932)
(14, 677, -64)
(14, 693, -1322)
(14, 700, -1448)
(14, 708, -398)
(14, 718, -170)
(14, 729, -1290)
(14, 763, -1926)
(14, 767, -58)
(14, 768, -1548)
(14, 814, 1776)
(14, 820, 350)
(14, 821, 1602)
(14, 836, -1588)
(14, 858, -1678)
(14, 884, 1860)
(14, 895, -1166)
(14, 899, -1022)
(14, 900, 216)
(14, 922, -1744)
(14, 1022, -1442)
(14, 1032, -1186)
(14, 1055, 336)
(14, 1093, 230)
(14, 1097, -1890)
(14, 1160, 628)
(14, 1163, 360)
(14, 1166, -1808)
(14, 1200, -1912)
(14, 1207, 1748)
(14, 1209, -1384)
(14, 1254, -1290)
(14, 1277, -388)
(14, 1282, -482)
(14, 1301, -356)
(14, 1314, -1404)
(14, 1324, -1580)
(14, 1343, -1330)
(14, 1357, 696)
(14, 1362, 878)
(14, 1405, -1038)
(14, 1406, -1096)
(14, 1420, -1840)
(14, 1447, -1074)
(14, 1473, 1596)
(14, 1545, -1192)
(14, 1579, 1192)
(14, 1762, 728)
(14, 1787, 1248)
(14, 1857, -1104)
(14, 1916, -648)
(14, 1976, 1726)
(14, 1985, -2024)
(14, 2010, -1216)
(14, 2024, -1866)
(14, 2046, -1372)
(14, 2076, 1822)
(14, 2099, 1982)
(14, 2251, -1146)
(14, 2325, -1264)
(14, 2372, -1616)
(14, 2375, -1390)
(14, 2519, -1622)
(14, 2559, -1460)
(14, 2637, -1246)
(14, 2665, -478)
(14, 2689, 738)
(14, 2701, 778)
(14, 2864, -1660)
(14, 2961, -1150)
(14, 2971, 310)
(14, 2991, 1024)
(15, 34, -1884)
(15, 39, 1684)
(15, 85, -2022)
(15, 141, -1130)
(15, 146, 628)
(15, 156, -1524)
(15, 167, -1382)
(15, 229, 130)
(15, 253, -700)
(15, 284, -1866)
(15, 318, -1982)
(15, 496, -1500)
(15, 510, 1682)
(15, 537, 1432)
(15, 557, -1342)
(15, 688, -1540)
(15, 746, -1894)
(15, 752, -1490)
(15, 756, 1542)
(15, 891, -1256)
(15, 925, -792)
(15, 942, -1322)
(15, 966, -1112)
(15, 1008, -1218)
(15, 1025, -1038)
(15, 1032, -1640)
(15, 1035, -1688)
(15, 1069, 1024)
(15, 1075, 282)
(15, 1149, -1136)
(15, 1152, -1168)
(15, 1183, -1932)
(15, 1247, -1158)
(15, 1306, 1100)
(15, 1309, 1422)
(15, 1343, -1368)
(15, 1346, -1096)
(15, 1398, 1452)
(15, 1412, -1452)
(15, 1420, -1242)
(15, 1426, -1326)
(15, 1441, 1906)
(15, 1505, 160)
(15, 1561, -1152)
(15, 1605, -482)
(15, 1875, -2044)
(15, 2059, -1910)
(15, 2081, -1094)
(15, 2263, -1116)
(15, 2561, -918)
(15, 2562, 894)
(15, 2603, -166)
(15, 2648, -144)
(15, 2778, -416)
(15, 2800, -1282)
(15, 2803, -1628)
(15, 2830, 876)
(15, 2866, 1588)
(15, 3012, 694)
(16, 110, -1518)
(16, 157, 694)
(16, 185, 1272)
(16, 196, -1586)
(16, 245, -1190)
(16, 265, -654)
(16, 315, -1454)
(16, 318, 1304)
(16, 329, -1862)
(16, 355, 674)
(16, 358, 1630)
(16, 379, -1162)
(16, 406, 1728)
(16, 417, -1450)
(16, 440, -1944)
(16, 472, 546)
(16, 490, 922)
(16, 519, 602)
(16, 520, -1360)
(16, 548, -1954)
(16, 562, 278)
(16, 594, 694)
(16, 616, -1990)
(16, 652, 1814)
(16, 657, -1686)
(16, 683, 1682)
(16, 690, 862)
(16, 750, -870)
(16, 784, -140)
(16, 800, 378)
(16, 864, 470)
(16, 890, -1740)
(16, 910, -1558)
(16, 948, -1770)
(16, 1040, -1274)
(16, 1041, -1232)
(16, 1044, -2034)
(16, 1147, -1324)
(16, 1157, -1870)
(16, 1277, 906)
(16, 1388, -1732)
(16, 1434, 360)
(16, 1465, -1954)
(16, 1659, 838)
(16, 1705, -1568)
(16, 1724, -1380)
(16, 2180, -1884)
(16, 2244, -1428)
(16, 2278, -1694)
(16, 2448, -1410)
(16, 2576, 126)
(16, 2604, -1724)
(16, 2640, -1066)
(16, 2645, -746)
(16, 2698, 1666)
(16, 2838, -202)
(17, 18, -1290)
(17, 52, 1758)
(17, 58, 210)
(17, 60, 1186)
(17, 69, -1994)
(17, 126, -1962)
(17, 128, 1114)
(17, 168, -606)
(17, 211, 1958)
(17, 231, -1778)
(17, 232, -1644)
(17, 264, -1936)
(17, 273, -1448)
(17, 275, -1070)
(17, 310, -1954)
(17, 320, -1032)
(17, 370, -1588)
(17, 373, 1758)
(17, 456, -1104)
(17, 485, 2030)
(17, 488, -808)
(17, 495, -1350)
(17, 543, -922)
(17, 559, -2028)
(17, 576, -1878)
(17, 581, -1712)
(17, 585, -1206)
(17, 592, -1956)
(17, 609, -2024)
(17, 638, -1588)
(17, 648, -1944)
(17, 661, -1918)
(17, 678, 1514)
(17, 758, -1622)
(17, 788, -266)
(17, 808, -1086)
(17, 813, -1366)
(17, 842, -1022)
(17, 859, -1934)
(17, 901, -2034)
(17, 923, -1964)
(17, 931, -1466)
(17, 932, 1190)
(17, 933, 1748)
(17, 954, -1634)
(17, 956, 366)
(17, 1005, -1766)
(17, 1028, -1372)
(17, 1123, -1036)
(17, 1127, -1320)
(17, 1155, -1706)
(17, 1162, -1028)
(17, 1166, -2010)
(17, 1180, -1502)
(17, 1215, -1792)
(17, 1227, -1044)
(17, 1252, -1504)
(17, 1261, -1880)
(17, 1269, 1518)
(17, 1271, -1846)
(17, 1304, -1580)
(17, 1310, -888)
(17, 1343, 1664)
(17, 1346, 714)
(17, 1352, -408)
(17, 1439, -1044)
(17, 1502, 1414)
(17, 1697, 32)
(17, 1699, -1592)
(17, 1806, 480)
(17, 1811, -2036)
(17, 2056, -1414)
(17, 2059, -2006)
(17, 2123, 838)
(17, 2216, -1306)
(17, 2278, 1724)
(17, 2282, 1936)
(17, 2391, -2030)
(17, 2396, -426)
(17, 2450, -1812)
(17, 2460, -1398)
(17, 2552, 1442)
(17, 2604, -1976)
(17, 2636, -1878)
(17, 2719, -1986)
(17, 2726, 738)
(17, 3001, -1452)
(17, 3008, -344)
(18, 15, -1892)
(18, 16, 422)
(18, 21, 228)
(18, 34, 1282)
(18, 50, -2024)
(18, 58, 918)
(18, 63, -512)
(18, 64, -1796)
(18, 87, -2042)
(18, 94, -1308)
(18, 96, -418)
(18, 125, -1880)
(18, 130, -1780)
(18, 179, -1116)
(18, 180, -1186)
(18, 187, -1222)
(18, 205, -1902)
(18, 223, 2042)
(18, 226, 1538)
(18, 227, -1354)
(18, 234, -1552)
(18, 244, -1938)
(18, 259, 524)
(18, 260, -648)
(18, 263, -1666)
(18, 287, -1322)
(18, 310, -2018)
(18, 318, -1144)
(18, 322, 1432)
(18, 339, -1950)
(18, 352, -482)
(18, 364, -1034)
(18, 406, 1036)
(18, 419, -810)
(18, 420, -1578)
(18, 430, -1040)
(18, 436, -1548)
(18, 448, -1710)
(18, 455, -272)
(18, 456, -1920)
(18, 482, 290)
(18, 488, 1356)
(18, 489, -2040)
(18, 511, -938)
(18, 521, -1626)
(18, 528, 864)
(18, 529, 1746)
(18, 540, -1458)
(18, 542, -1080)
(18, 587, -772)
(18, 590, -1510)
(18, 591, -1152)
(18, 611, 280)
(18, 612, -1528)
(18, 623, -1536)
(18, 642, -1312)
(18, 648, -1170)
(18, 658, 1168)
(18, 664, -182)
(18, 671, 316)
(18, 673, -1168)
(18, 724, 366)
(18, 730, 1932)
(18, 745, -1536)
(18, 788, 782)
(18, 789, -1860)
(18, 829, -1242)
(18, 858, -1128)
(18, 864, -1640)
(18, 865, -1722)
(18, 893, 540)
(18, 934, -1514)
(18, 935, 694)
(18, 936, -52)
(18, 937, 1144)
(18, 944, -1720)
(18, 951, -1648)
(18, 953, -1396)
(18, 956, -1152)
(18, 961, 1572)
(18, 963, -1704)
(18, 986, -1346)
(18, 993, -812)
(18, 1001, -1214)
(18, 1003, -206)
(18, 1015, 1488)
(18, 1016, -1496)
(18, 1041, -1720)
(18, 1091, -2018)
(18, 1101, -1356)
(18, 1104, -1952)
(18, 1117, -1434)
(18, 1148, -1440)
(18, 1150, -1676)
(18, 1155, -1154)
(18, 1158, -2038)
(18, 1189, -1908)
(18, 1196, -1846)
(18, 1198, -1692)
(18, 1209, -1496)
(18, 1210, 1930)
(18, 1218, -1480)
(18, 1234, 1642)
(18, 1243, -1750)
(18, 1249, -1134)
(18, 1275, -1782)
(18, 1282, -724)
(18, 1299, -1446)
(18, 1309, -1170)
(18, 1330, -1812)
(18, 1339, 1140)
(18, 1397, -1062)
(18, 1403, -1396)
(18, 1415, -1928)
(18, 1430, -1474)
(18, 1435, -1768)
(18, 1456, 766)
(18, 1472, -346)
(18, 1476, -1228)
(18, 1482, -2044)
(18, 1508, -338)
(18, 1633, -1448)
(18, 1679, -1562)
(18, 1688, -1696)
(18, 1750, -206)
(18, 1775, -1386)
(18, 1887, -1866)
(18, 1962, 1698)
(18, 2012, -1244)
(18, 2022, -1158)
(18, 2094, -1476)
(18, 2128, -1684)
(18, 2157, -1062)
(18, 2168, -1906)
(18, 2210, -1482)
(18, 2268, -1102)
(18, 2283, -1620)
(18, 2330, -1308)
(18, 2404, -1452)
(18, 2472, -1672)
(18, 2525, -1994)
(18, 2559, -486)
(18, 2566, -1654)
(18, 2638, -1240)
(18, 2728, -506)
(18, 2749, -1244)
(18, 2781, 900)
(18, 2841, -1260)
(18, 2883, -1796)
(18, 2909, -984)
(18, 2921, -1734)
(18, 2939, 54)
(18, 2969, -1836)
(18, 2983, -1972)
(19, 182, -1092)
(19, 194, -1108)
(19, 740, -1582)
(19, 925, -1850)
(19, 1101, 1970)
(19, 1188, 438)
(20, 16, -1382)
(20, 33, -914)
(20, 61, -156)
(20, 81, -1032)
(20, 90, -398)
(20, 131, -1640)
(20, 154, -1736)
(20, 172, -1888)
(20, 196, -718)
(20, 204, 1080)
(20, 205, 830)
(20, 213, 1964)
(20, 231, -1846)
(20, 244, -1574)
(20, 249, -1572)
(20, 252, -1130)
(20, 281, -1370)
(20, 306, -1700)
(20, 320, 404)
(20, 389, -1308)
(20, 434, -116)
(20, 481, -1858)
(20, 510, -18)
(20, 571, -278)
(20, 580, -1810)
(20, 660, -1098)
(20, 753, -1534)
(20, 768, 1140)
(20, 784, 322)
(20, 797, -922)
(20, 801, -1184)
(20, 804, -1226)
(20, 820, -2014)
(20, 845, 442)
(20, 861, -154)
(20, 862, -1668)
(20, 878, -2018)
(20, 879, -476)
(20, 897, 506)
(20, 903, 1564)
(20, 917, -1398)
(20, 931, -1744)
(20, 945, -1488)
(20, 957, -1224)
(20, 965, 272)
(20, 994, -82)
(20, 1030, -1274)
(20, 1077, -36)
(20, 1081, -1076)
(20, 1091, 1016)
(20, 1097, -1918)
(20, 1130, -2010)
(20, 1132, -258)
(20, 1147, 636)
(20, 1151, -1690)
(20, 1176, -1852)
(20, 1245, 1592)
(20, 1247, -1958)
(20, 1256, -1750)
(20, 1262, -1998)
(20, 1332, 648)
(20, 1342, -1828)
(20, 1448, -380)
(20, 1460, 446)
(20, 1461, 520)
(20, 1473, -1030)
(20, 1566, -1876)
(20, 1624, -796)
(20, 1636, 1466)
(20, 1812, -1116)
(20, 1825, -1554)
(20, 2024, -1268)
(20, 2091, 1796)
(20, 2262, -1638)
(20, 2343, -1212)
(20, 2376, -1592)
(20, 2404, -1142)
(20, 2481, -1138)
(20, 2540, -1208)
(20, 2559, 1082)
(20, 2620, -1750)
(20, 2645, -2016)
(20, 2667, -1634)
(20, 2719, -2030)
(20, 2799, -1000)
(20, 2847, -1044)
(20, 2850, 598)
(20, 2877, -340)
(20, 2932, -1210)
(20, 2988, -1102)
(21, 82, 1656)
(21, 108, -1954)
(21, 130, -1884)
(21, 135, 502)
(21, 159, -1404)
(21, 189, -1794)
(21, 209, -2012)
(21, 249, -1250)
(21, 317, -1536)
(21, 322, 1334)
(21, 339, -1348)
(21, 411, -466)
(21, 425, -2006)
(21, 486, -1498)
(21, 524, -1610)
(21, 559, -1142)
(21, 648, -668)
(21, 732, -1814)
(21, 937, -1764)
(21, 949, -1412)
(21, 955, 864)
(21, 1025, 528)
(21, 1033, 1712)
(21, 1034, -1802)
(21, 1095, -1702)
(21, 1102, -1098)
(21, 1184, -1846)
(21, 1206, -1424)
(21, 1224, -1706)
(21, 1282, 1376)
(21, 1304, -1490)
(21, 1362, -1218)
(21, 1364, -850)
(21, 1384, -1044)
(21, 1485, -274)
(21, 2045, 666)
(21, 2075, 940)
(21, 2147, 104)
(21, 2414, -1666)
(21, 2429, 688)
(21, 2466, -1162)
(21, 2703, -1270)
(21, 2871, -2020)
(21, 2998, -1726)
(22, 7, -1112)
(22, 57, -1396)
(22, 64, 1834)
(22, 69, -1274)
(22, 79, -1456)
(22, 87, -1524)
(22, 96, -1270)
(22, 101, -360)
(22, 111, -1794)
(22, 115, -1934)
(22, 126, -968)
(22, 132, -1654)
(22, 135, -104)
(22, 141, -1306)
(22, 143, -80)
(22, 144, 1960)
(22, 155, -1288)
(22, 159, -1664)
(22, 172, 1168)
(22, 175, -304)
(22, 179, 440)
(22, 195, -1238)
(22, 198, 1738)
(22, 199, -1962)
(22, 201, -1944)
(22, 218, -1218)
(22, 224, -1886)
(22, 230, -1760)
(22, 250, -1786)
(22, 267, -1328)
(22, 275, 1240)
(22, 283, 628)
(22, 294, -1670)
(22, 319, -1282)
(22, 329, -1518)
(22, 333, -1290)
(22, 339, -1710)
(22, 375, -1454)
(22, 385, 1378)
(22, 388, -1908)
(22, 394, -1752)
(22, 400, 98)
(22, 405, -1124)
(22, 407, -1436)
(22, 416, 362)
(22, 423, 928)
(22, 433, -1630)
(22, 437, -1328)
(22, 449, -1142)
(22, 450, -1538)
(22, 464, -1306)
(22, 501, -2)
(22, 517, -1366)
(22, 521, -1794)
(22, 547, -1996)
(22, 551, -1708)
(22, 557, -1804)
(22, 581, -1310)
(22, 585, 384)
(22, 597, -1314)
(22, 601, -1222)
(22, 626, 98)
(22, 629, -1160)
(22, 633, -1946)
(22, 642, -1828)
(22, 647, -1756)
(22, 653, -1132)
(22, 658, -1434)
(22, 664, 260)
(22, 671, -1324)
(22, 677, -1946)
